ZIP Code,ZIP Code Tabulation Area (ZCTA) Map,ZCTA UNS (/5),ZCTA UNS,Population Size,State,All-Cause Mortality,Associate Degree or Higher,Asthma,Below 200% Federal Poverty Level,Below Poverty Level,Broadband Access,Cervical,Chlamydia,Diphtheria Tetanus Pertussis 3 Dose (DTP3) Coverage,Dental Visit,Diabetes,Drug Mortality,Foreign Born,Health Center Penetration,Health Center Penetration Total Population,Housing Stress,Life Expectancy,Healthy Food,Linguistic Isolation,Low Birthweight,No High School Diploma,No High School Diploma Age 25+,Vehicle Access,Non White,Obesity,Pap Smear Screening,Poor Mental Health,Poor Physical Health,Preterm Births,Preventable Hospital Stays,Single-Parent Household,Smoking,Under 5 Mortality,Unemployment,Uninsured,Violent Crime,All-Cause Mortality (Percentile),Associate Degree or Higher (Percentile),Asthma (Percentile),Below 200% Federal Poverty Level (Percentile),Below Poverty Level (Percentile),Broadband Access (Percentile),Cervical (Percentile),Chlamydia (Percentile),Diphtheria Tetanus Pertussis 3 Dose (DTP3) Coverage (Percentile),Dental Visit (Percentile),Diabetes (Percentile),Drug Mortality,Foreign Born (Percentile),Health Center Penetration (Percentile),Health Center Penetration Total Population (Percentile),Housing Stress (Percentile),Life Expectancy (Percentile),Healthy Food (Percentile),Linguistic Isolation (Percentile),Low Birthweight (Percentile),No High School Diploma (Percentile),No High School Diploma Age 25+ (Percentile),Vehicle Access,Non White (Percentile),Obesity (Percentile),Pap Smear Screening (Percentile),Poor Mental Health (Percentile),Poor Physical Health (Percentile),Preterm Births (Percentile),Preventable Hospital Stays (Percentile),Single-Parent Household (Percentile),Smoking (Percentile),Under 5 Mortality (Percentile),Unemployment (Percentile),Uninsured (Percentile),Violent Crime (Percentile),
36121,36117,10,49.54,51531,AL,820.00,0.55,10.09,0.24,0.11,0.92,85.25,1061.40,91.20,68.49,10.61,13.23,0.16,0.20,0.05,0.28,76.47,0.10,4.30,0.10,0.05,0.05,0.03,-0.03,33.48,83.22,16.87,10.20,0.13,3655,0.40,13.98,8.51,3.80,0.08,531.71,63.40,13.77,39.66,35.10,49.78,21.21,13.15,97.89,43.01,21.74,41.94,7.91,39.11,51.54,52.82,65.83,74.79,60.51,75.88,94.87,25.16,28.14,46.17,82.71,28.64,5.64,61.27,20.50,96.31,87.47,86.72,19.84,91.96,43.80,62.65,87.71,
36123,36117,10,49.54,51531,AL,820.00,0.55,10.09,0.24,0.11,0.92,85.25,1061.40,91.20,68.49,10.61,13.23,0.16,0.20,0.05,0.28,76.47,0.10,4.30,0.10,0.05,0.05,0.03,-0.03,33.48,83.22,16.87,10.20,0.13,3655,0.40,13.98,8.51,3.80,0.08,531.71,63.40,13.77,39.66,35.10,49.78,21.21,13.15,97.89,43.01,21.74,41.94,7.91,39.11,51.54,52.82,65.83,74.79,60.51,75.88,94.87,25.16,28.14,46.17,82.71,28.64,5.64,61.27,20.50,96.31,87.47,86.72,19.84,91.96,43.80,62.65,87.71,
36124,36117,10,49.54,51531,AL,820.00,0.55,10.09,0.24,0.11,0.92,85.25,1061.40,91.20,68.49,10.61,13.23,0.16,0.20,0.05,0.28,76.47,0.10,4.30,0.10,0.05,0.05,0.03,-0.03,33.48,83.22,16.87,10.20,0.13,3655,0.40,13.98,8.51,3.80,0.08,531.71,63.40,13.77,39.66,35.10,49.78,21.21,13.15,97.89,43.01,21.74,41.94,7.91,39.11,51.54,52.82,65.83,74.79,60.51,75.88,94.87,25.16,28.14,46.17,82.71,28.64,5.64,61.27,20.50,96.31,87.47,86.72,19.84,91.96,43.80,62.65,87.71,
36132,36117,10,49.54,51531,AL,820.00,0.55,10.09,0.24,0.11,0.92,85.25,1061.40,91.20,68.49,10.61,13.23,0.16,0.20,0.05,0.28,76.47,0.10,4.30,0.10,0.05,0.05,0.03,-0.03,33.48,83.22,16.87,10.20,0.13,3655,0.40,13.98,8.51,3.80,0.08,531.71,63.40,13.77,39.66,35.10,49.78,21.21,13.15,97.89,43.01,21.74,41.94,7.91,39.11,51.54,52.82,65.83,74.79,60.51,75.88,94.87,25.16,28.14,46.17,82.71,28.64,5.64,61.27,20.50,96.31,87.47,86.72,19.84,91.96,43.80,62.65,87.71,
36141,36117,10,49.54,51531,AL,820.00,0.55,10.09,0.24,0.11,0.92,85.25,1061.40,91.20,68.49,10.61,13.23,0.16,0.20,0.05,0.28,76.47,0.10,4.30,0.10,0.05,0.05,0.03,-0.03,33.48,83.22,16.87,10.20,0.13,3655,0.40,13.98,8.51,3.80,0.08,531.71,63.40,13.77,39.66,35.10,49.78,21.21,13.15,97.89,43.01,21.74,41.94,7.91,39.11,51.54,52.82,65.83,74.79,60.51,75.88,94.87,25.16,28.14,46.17,82.71,28.64,5.64,61.27,20.50,96.31,87.47,86.72,19.84,91.96,43.80,62.65,87.71,
36177,36117,10,49.54,51531,AL,820.00,0.55,10.09,0.24,0.11,0.92,85.25,1061.40,91.20,68.49,10.61,13.23,0.16,0.20,0.05,0.28,76.47,0.10,4.30,0.10,0.05,0.05,0.03,-0.03,33.48,83.22,16.87,10.20,0.13,3655,0.40,13.98,8.51,3.80,0.08,531.71,63.40,13.77,39.66,35.10,49.78,21.21,13.15,97.89,43.01,21.74,41.94,7.91,39.11,51.54,52.82,65.83,74.79,60.51,75.88,94.87,25.16,28.14,46.17,82.71,28.64,5.64,61.27,20.50,96.31,87.47,86.72,19.84,91.96,43.80,62.65,87.71,
36101,36101,0,,0,AL,890.00,0,12.70,,,,79.40,1061.40,91.20,47.80,19.00,13.23,-0.22,1.00,0,0.20,76.47,0.21,0,0.10,0.42,0.42,,,43.00,,22.80,16.60,0.15,3655,,24.00,8.51,,0,531.71,78.59,98.91,96.43,,,,80.04,97.89,43.01,93.17,98.16,7.91,99.49,6.61,91.23,27.40,74.79,86.19,14.63,94.87,98.66,98.45,,,91.59,,98.03,91.98,99.44,87.47,,88.81,91.96,,4.67,87.71,
35975,35975,14,72.20,1306,AL,1090.00,0.23,10.80,0.59,0.25,0.96,80.20,267.69,91.20,54.78,13.40,35.55,0.10,0.05,0.03,0.22,74.95,,0,0.10,0.05,0.05,0,0.18,40.13,76.56,20.30,15.81,0.12,3218.94,0.15,23.21,8.51,0,0.12,309.91,96.09,76.00,67.11,92.85,88.87,8.93,72.93,36.02,43.01,78.34,77.59,67.97,62.44,77.78,62.91,40.73,88.06,,14.63,94.87,20.29,28.62,8.21,27.54,77.85,78.39,92.43,87.82,94.14,73.38,38.87,85.78,91.96,6.93,78.09,62.39,
36020,36020,16,81.19,1119,AL,940.00,0.28,10.95,0.44,0.23,0.77,83.95,556.50,91.20,55.88,15.26,14.33,0.12,0.10,0.04,0.21,76.23,0.21,2.30,0.10,0.17,0.14,0.09,-0.14,44.30,80.55,18.96,14.78,0.13,3534,0.24,21.07,8.51,4.90,0.12,238.68,85.92,62.77,71.36,79.25,86.36,73.20,25.21,77.94,43.01,75.02,89.33,10.28,55.69,68.08,54.78,32.66,77.56,86.62,64.10,94.87,80.17,72.14,82.72,90.52,95.05,27.65,84.48,79.59,96.95,84.48,63.10,74.40,91.96,57.14,76.93,50.19,
36441,36441,17,85.15,3824,AL,1090.00,0.24,11.08,0.47,0.27,0.67,80.20,607.60,91.20,50.54,14.47,53.42,0.06,0.12,0.06,0.15,73.35,0.04,0.20,0.10,0.14,0.14,0.03,-0.08,43.81,78.13,20.14,16.06,0.12,4192,0.48,23.21,8.51,9.00,0.09,446.25,96.09,72.78,74.74,83.55,90.65,88.87,72.91,82.64,43.01,88.48,85.21,90.92,78.51,63.59,48.00,8.65,95.95,31.21,32.48,94.87,70.82,72.55,45.42,87.33,93.96,65.54,91.74,89.26,92.38,94.92,91.48,85.80,91.96,85.41,67.59,80.89,
36853,36853,16,77.74,7931,AL,1020.00,0.34,10.55,0.33,0.16,0.78,83.28,516.80,91.20,59.09,15.90,19.22,0.16,0.01,0,0.26,75.20,0.01,0.20,0.10,0.16,0.16,0.08,0,41.26,81.23,17.27,15.29,0.12,2393,0.29,20.34,8.51,13.80,0.12,638.91,92.41,46.55,57.60,56.87,69.47,71.21,33.58,73.40,43.01,64.19,92.12,22.89,37.01,83.99,81.13,61.74,86.58,14.11,32.48,94.87,76.87,77.27,77.01,73.31,84.28,19.23,67.08,84.05,93.76,31.46,73.30,69.53,91.96,94.04,75.96,93.75,
35986,35986,15,76.35,7815,AL,1020.00,0.31,10.99,0.41,0.19,0.87,79.74,260.40,91.20,54.15,13.38,36.29,0.07,0.13,0.05,0.20,74.98,,3.20,0.10,0.18,0.18,0.05,0.04,40.78,80.44,20.47,15.98,0.11,3250,0.26,22.77,8.51,3.60,0.10,312.33,92.41,53.80,72.05,74.36,79.13,39.19,77.25,33.65,43.01,80.11,77.29,69.40,75.57,63.21,50.85,27.86,87.83,,70.42,94.87,81.26,83.25,58.34,64.78,81.73,29.40,93.06,88.82,83.81,74.81,67.86,83.80,91.96,41.24,69.57,63.04,
35988,35988,16,78.37,2423,AL,,0.34,11.10,0.44,0.09,0.84,79.80,260.40,91.20,53.24,12.44,36.29,0.08,0.08,0.04,0.21,74.98,,1.60,0.10,0.15,0.18,0,0.09,40.99,80.12,21.27,15.42,0.11,3250,0.41,22.99,8.51,4.90,0.13,312.33,,44.79,75.32,78.83,42.23,50.89,76.80,33.65,43.01,82.55,67.63,69.40,70.85,71.19,58.57,34.47,87.83,,57.20,94.87,73.25,82.55,8.21,49.90,82.89,34.23,95.58,85.15,82.14,74.81,87.10,84.82,91.96,57.14,81.31,63.04,
35989,35989,17,84.08,3708,AL,920.00,0.24,10.80,0.56,0.21,0.77,81.09,260.40,91.20,54.50,12.93,36.29,0.01,0.07,0.04,0.17,74.98,0,7.80,0.10,0.22,0.22,0.03,-0.02,41.29,80.86,20.09,15.32,0.11,3250,0.10,22.20,8.51,2.30,0.22,312.33,83.14,73.12,66.28,91.26,82.18,73.82,63.25,33.65,43.01,79.05,73.12,69.40,88.88,73.51,57.05,13.49,87.83,5.36,85.87,94.87,89.65,88.88,45.23,81.71,84.43,23.56,91.51,84.35,80.31,74.81,24.42,81.06,91.96,26.65,94.10,63.04,
35981,35981,16,77.74,2015,AL,,0.30,10.61,0.52,0.08,0.77,81.02,260.40,91.20,57.89,12.35,36.29,0.05,0.13,0.07,0.14,74.98,,0,0.10,0.19,0.20,0.04,0.04,38.93,79.72,19.24,14.74,0.11,3250,0.12,21.23,8.51,19.30,0.21,312.33,,56.63,60.64,88.74,38.68,72.49,63.89,33.65,43.01,68.52,66.53,69.40,82.53,62.95,45.05,5.21,87.83,,14.63,94.87,83.44,86.37,48.95,66.40,69.55,41.14,86.62,79.26,83.30,74.81,29.01,75.41,91.96,97.10,93.31,63.04,
36075,36075,17,85.51,1760,AL,1170.00,0.17,12.11,0.45,0.11,0.60,84.40,920.90,91.20,51.48,19.11,11.92,0.11,0.09,0.04,0.19,73.30,0.28,0,0.10,0.19,0.18,0.11,-0.20,48.61,78.37,19.11,15.60,0.15,2989,0.32,21.69,8.51,14.80,0.10,734.31,97.98,87.09,92.80,80.43,51.92,93.46,20.14,96.33,43.01,86.70,98.31,5.70,61.74,68.92,55.60,25.74,96.15,92.72,14.63,94.87,85.29,83.41,86.64,93.09,99.20,62.66,85.68,86.42,99.21,62.01,77.06,78.19,91.96,94.85,69.10,96.34,
32531,32531,11,53.13,6329,FL,790.00,0.33,8.93,0.31,0.15,0.82,79.36,482.40,90.70,58.33,10.81,36.35,0.21,0.20,0.06,0.17,77.44,0.04,1.20,0.09,0.06,0.06,0.06,0.18,32.26,79.54,16.50,12.39,0.12,2856.39,0.27,21.98,6.80,2.20,0.08,390.52,55.76,48.62,9.13,53.94,67.99,57.40,80.39,69.69,48.44,66.97,44.92,69.45,22.96,52.37,47.08,13.08,62.02,33.55,51.93,73.89,30.30,30.97,70.80,26.95,23.12,43.72,55.81,50.63,88.63,55.57,68.80,79.84,62.27,25.77,59.91,73.74,
36117,36117,10,49.54,51531,AL,820.00,0.55,10.09,0.24,0.11,0.92,85.25,1061.40,91.20,68.49,10.61,13.23,0.16,0.20,0.05,0.28,76.47,0.10,4.30,0.10,0.05,0.05,0.03,-0.03,33.48,83.22,16.87,10.20,0.13,3655,0.40,13.98,8.51,3.80,0.08,531.71,63.40,13.77,39.66,35.10,49.78,21.21,13.15,97.89,43.01,21.74,41.94,7.91,39.11,51.54,52.82,65.83,74.79,60.51,75.88,94.87,25.16,28.14,46.17,82.71,28.64,5.64,61.27,20.50,96.31,87.47,86.72,19.84,91.96,43.80,62.65,87.71,
36119,36117,10,49.54,51531,AL,820.00,0.55,10.09,0.24,0.11,0.92,85.25,1061.40,91.20,68.49,10.61,13.23,0.16,0.20,0.05,0.28,76.47,0.10,4.30,0.10,0.05,0.05,0.03,-0.03,33.48,83.22,16.87,10.20,0.13,3655,0.40,13.98,8.51,3.80,0.08,531.71,63.40,13.77,39.66,35.10,49.78,21.21,13.15,97.89,43.01,21.74,41.94,7.91,39.11,51.54,52.82,65.83,74.79,60.51,75.88,94.87,25.16,28.14,46.17,82.71,28.64,5.64,61.27,20.50,96.31,87.47,86.72,19.84,91.96,43.80,62.65,87.71,
36130,36130,0,,0,AL,890.00,,12.70,,,,79.40,,,47.80,19.00,,,1.00,1.00,,,0.21,,,,,,,43.00,,22.80,16.60,,,,24.00,,,0,,78.59,,96.43,,,,80.04,,,93.17,98.16,,,6.61,1.36,,,86.19,,,,,,,91.59,,98.03,91.98,,,,88.81,,,4.67,,
36131,36130,0,,0,AL,890.00,,12.70,,,,79.40,,,47.80,19.00,,,1.00,1.00,,,0.21,,,,,,,43.00,,22.80,16.60,,,,24.00,,,0,,78.59,,96.43,,,,80.04,,,93.17,98.16,,,6.61,1.36,,,86.19,,,,,,,91.59,,98.03,91.98,,,,88.81,,,4.67,,
36140,36130,0,,0,AL,890.00,,12.70,,,,79.40,,,47.80,19.00,,,1.00,1.00,,,0.21,,,,,,,43.00,,22.80,16.60,,,,24.00,,,0,,78.59,,96.43,,,,80.04,,,93.17,98.16,,,6.61,1.36,,,86.19,,,,,,,91.59,,98.03,91.98,,,,88.81,,,4.67,,
36057,36057,0,,0,AL,820.00,,10.10,,,,85.20,1061.40,91.20,68.40,10.60,13.23,-0.41,1.00,0,0.16,76.47,0.10,0,0.10,,,,,33.50,,16.90,10.20,0.15,3655,,14.00,8.51,,0,531.71,63.40,,40.56,,,,13.47,97.89,43.01,22.03,41.69,7.91,99.94,6.61,91.23,12.37,74.79,60.47,14.63,94.87,,,,,28.77,,61.91,20.63,99.28,87.47,,19.97,91.96,,4.67,87.71,
35592,35592,16,80.89,3924,AL,920.00,0.15,10.80,0.45,0.21,0.67,81.50,409.10,91.20,53.68,14.62,16.83,0.03,0.06,0.03,0.22,74.95,0,0,0.10,0.19,0.20,0.13,-0.07,39.72,78.00,19.30,15.81,0.12,3147,0.38,22.02,8.51,6.00,0.07,162.21,83.14,89.87,67.03,80.34,82.97,88.63,58.10,61.85,43.01,81.50,86.07,15.89,86.49,74.88,63.64,38.42,88.05,1.62,14.63,94.87,83.47,86.38,90.48,86.23,75.27,66.95,87.15,87.87,93.00,70.11,84.10,80.12,91.96,68.24,53.09,30.53,
35651,35651,12,57.98,1441,AL,990.00,0.36,10.50,0.23,0.08,0.68,82.10,305.20,91.20,61.19,12.21,25.73,0.15,0.04,0.01,0.13,74.07,0.22,0.40,0.10,0.13,0.13,0,0.30,40.71,83.94,18.90,14.20,0.11,4014,0.14,21.90,8.51,0.80,0.07,260.45,90.35,40.75,56.28,33.01,38.85,88.43,49.88,43.82,43.01,56.05,64.79,42.35,40.29,78.65,75.71,3.38,93.16,87.85,37.44,94.87,67.49,70.17,8.21,10.60,81.36,3.52,84.10,74.07,85.06,92.93,36.58,79.42,91.96,16.15,52.04,53.97,
32440,32440,16,80.81,5127,FL,1050.00,0.19,9.18,0.42,0.22,0.79,77.36,569.01,90.70,50.22,12.95,22.38,0.05,0.15,0.04,0.24,74.11,0.24,2.10,0.09,0.23,0.22,0.06,-0.01,34.34,77.37,17.14,13.65,0.11,3647.38,0.21,24.68,6.80,4.20,0.13,355.53,94.41,83.38,12.68,76.42,84.84,68.18,91.49,78.87,48.44,89.13,73.28,31.44,81.82,59.13,55.22,52.33,92.91,89.20,62.44,73.89,90.06,89.22,66.05,80.98,33.17,72.95,65.31,67.98,85.01,87.22,53.98,90.93,62.27,48.76,80.05,69.75,
35581,35581,16,80.06,5826,AL,1000.00,0.19,10.61,0.45,0.12,0.53,81.48,306.39,91.20,54.66,12.62,28.97,0.06,0.05,0.02,0.14,74.19,0,0.70,0.10,0.20,0.20,0.01,0.04,37.94,80.97,19.42,14.83,0.11,4380.65,0.11,21.45,8.51,10.70,0.11,268.40,91.36,83.41,60.31,80.38,56.55,96.11,58.38,44.02,43.01,78.68,69.88,51.62,77.88,78.03,67.65,5.12,92.49,4.60,43.76,94.87,86.44,86.13,25.08,65.64,61.22,22.14,87.93,80.12,82.83,96.34,27.38,76.72,91.96,89.77,73.70,55.88,
35987,35987,16,79.24,2483,AL,850.00,0.17,10.49,0.43,0.26,0.84,82.17,284.60,91.20,57.47,12.77,44.47,0.11,0.07,0.03,0.17,75.30,,2.30,0.10,0.20,0.21,0.03,0.02,40.61,81.13,19.16,14.65,0.11,3079,0.28,21.36,8.51,3.90,0.13,299.40,70.23,87.29,54.55,78.43,89.39,52.20,49.10,39.46,43.01,69.94,71.35,81.96,61.29,73.47,61.48,13.65,85.68,,64.10,94.87,86.71,87.34,46.32,70.40,80.75,20.25,86.04,78.44,82.10,67.39,70.75,76.14,91.96,45.03,81.12,61.09,
38876,38876,10,51.30,1204,MS,1050.00,0.22,9.91,0.49,0.11,0.80,83.28,0,90.00,56.98,11.91,25.39,0.03,0.76,0.37,0.16,73.91,0.06,0,0.12,0.12,0.13,0.01,0.04,35.41,84.72,16.52,13.01,0.12,2951,0.31,19.90,9.82,1.90,0.12,106.74,94.41,76.39,34.16,85.29,49.83,65.66,33.49,0.09,60.39,71.51,60.96,41.26,85.86,17.27,9.60,12.14,93.77,42.72,14.63,98.72,65.49,69.59,23.74,64.94,40.15,1.87,56.33,59.78,93.48,59.75,75.74,66.28,98.69,23.21,78.51,14.55,
35579,35579,15,73.32,3569,AL,1340.00,0.14,10.78,0.45,0.25,0.80,82.14,364.09,91.20,54.00,13.03,59.91,0.10,0.29,0.13,0.18,70.75,0.01,0,0.10,0.20,0.19,0.02,0.10,38.68,81.20,20.02,15.28,0.11,4159.67,0.47,22.32,8.51,13.10,0.14,449.32,99.41,90.78,65.24,80.53,88.38,64.43,49.33,55.55,43.01,80.53,74.06,95.23,62.21,41.35,29.18,17.73,99.24,14.09,14.63,94.87,85.73,84.67,32.52,49.66,67.47,19.53,91.23,83.93,84.17,94.39,90.72,81.76,91.96,93.33,83.84,81.33,
35956,35956,14,67.72,8562,AL,1100.00,0.27,10.60,0.32,0.13,0.82,82.19,468.27,91.20,59.18,12.11,33.78,0.11,0.11,0.04,0.18,73.40,0.22,0,0.10,0.16,0.15,0.05,0.09,38.80,81.56,19.80,14.61,0.11,4072.74,0.15,21.10,8.51,3.00,0.10,602.33,96.41,64.33,60.00,56.14,60.48,57.34,48.80,67.98,43.01,63.82,63.60,63.98,59.29,65.18,57.93,20.09,95.83,86.98,14.63,94.87,76.08,76.00,63.80,49.86,68.62,16.41,90.12,78.11,69.86,93.61,38.34,74.67,91.96,33.87,68.23,91.61,
35563,35563,16,79.62,3751,AL,980.00,0.22,10.67,0.44,0.15,0.77,81.88,249.81,91.20,55.38,14.68,13.66,0.08,0.01,0,0.20,74.68,0.01,1.10,0.10,0.11,0.12,0.06,0.01,39.99,80.91,18.78,15.92,0.12,3906.48,0.16,21.48,8.51,10.70,0.08,294.52,89.93,77.56,61.67,78.98,67.30,73.87,53.15,30.79,43.01,76.56,86.31,8.69,71.13,84.18,80.74,27.14,89.89,9.29,50.44,94.87,59.99,64.24,65.14,72.98,76.95,22.94,82.99,88.61,85.44,91.49,40.77,76.87,91.96,89.77,58.20,60.46,
38847,38847,13,66.21,3625,MS,1010.00,0.16,10.48,0.40,0.08,0.67,81.46,41.30,90.00,51.21,13.25,29.77,0.04,0.35,0.14,0.22,73.58,0.03,1.90,0.12,0.27,0.29,0.04,0,37.99,84.90,17.96,15.02,0.12,3233.4,0.04,24.01,9.82,2.30,0.14,85.81,92.05,88.36,54.44,72.68,34.68,89.12,58.51,0.50,60.39,87.30,76.12,53.58,83.94,36.34,27.62,36.92,95.13,23.15,60.48,98.72,93.97,94.97,50.67,73.47,61.59,1.59,75.37,81.88,93.43,74.06,12.95,88.86,98.69,26.65,82.29,9.72,
35544,35544,15,74.42,794,AL,940.00,0.32,10.91,0.37,0.05,0.63,81.10,409.10,91.20,50.88,17.10,16.83,0.07,0,0,0.20,74.95,0.01,0.80,0.10,0.22,0.22,0.03,0.07,40.92,79.74,19.42,18.00,0.11,3147,0.78,24.04,8.51,3.00,0.02,162.21,85.92,50.25,70.69,67.09,19.70,91.85,62.96,61.85,43.01,87.86,95.41,15.89,74.89,92.28,91.23,27.51,88.05,14.08,45.61,94.87,89.25,89.08,45.14,56.79,82.58,40.77,87.94,96.50,83.14,70.11,97.95,88.96,91.96,33.87,16.34,30.53,
35571,35571,15,74.29,752,AL,1060.00,0.21,10.50,0.29,0.10,0.69,81.22,295.45,91.20,53.74,12.75,26.12,0.09,0,0,0.18,74.28,0.03,0,0.10,0.14,0.16,0.01,0.11,37.98,80.73,19.36,15.11,0.11,4296.23,0.01,22.53,8.51,3.90,0.12,273.39,94.89,78.96,55.89,48.26,45.32,87.54,61.41,41.86,43.01,81.29,71.17,43.56,68.23,92.28,91.23,16.40,92.14,25.69,14.63,94.87,72.17,77.04,19.87,44.33,61.49,25.20,87.49,82.64,82.75,95.64,10.61,82.85,91.96,45.03,78.67,57.00,
35594,35594,15,73.15,7093,AL,1030.00,0.27,10.70,0.38,0.20,0.71,81.90,279.53,91.20,56.51,13.67,19.73,0.13,0.05,0.02,0.17,74.50,0,1.60,0.10,0.16,0.15,0.05,0.03,38.40,80.99,19.00,15.34,0.11,3886.04,0.22,21.14,8.51,3.00,0.08,295.90,93.26,63.91,63.51,68.39,81.63,85.14,52.62,38.38,43.01,73.05,79.67,24.01,49.32,77.69,69.38,14.40,91.05,6.52,57.20,94.87,76.58,74.65,61.92,69.39,65.29,21.95,84.77,84.48,84.40,91.07,56.76,74.86,91.96,33.87,58.71,60.60,
35549,35549,14,69.74,3035,AL,1290.00,0.21,10.86,0.41,0.20,0.67,81.06,359.02,91.20,51.51,14.58,58.32,0.07,0.37,0.15,0.18,70.93,0,0,0.10,0.17,0.19,0.09,0,39.69,78.95,20.43,16.60,0.12,4136.58,0.18,24.18,8.51,3.40,0.10,449.85,99.06,80.28,68.38,74.12,80.40,88.70,63.54,54.81,43.01,86.64,85.80,94.27,74.77,34.55,26.61,19.35,99.18,7.08,14.63,94.87,80.47,84.25,82.78,79.76,75.01,55.17,92.98,92.02,87.04,94.27,46.23,89.41,91.96,38.82,67.90,81.38,
35545,35545,18,87.51,165,AL,1170.00,0.14,10.02,0.42,0.05,0.59,83.46,353.00,91.20,62.02,14.53,34.03,0.06,0,0,0.24,74.09,0.01,0,0.10,0.35,0.38,0.17,0.03,35.49,81.90,16.40,14.62,0.12,3820,0.36,18.19,8.51,12.50,0.09,,97.98,91.65,38.47,76.77,19.39,93.97,31.34,53.35,43.01,52.46,85.59,64.74,78.95,92.28,91.23,52.84,93.01,11.20,14.63,94.87,97.28,97.71,93.87,67.49,40.66,13.60,54.07,78.22,94.14,90.11,82.43,52.84,91.96,92.63,65.94,,
35546,35546,12,61.28,3756,AL,980.00,0.23,10.27,0.28,0.16,0.71,82.61,510.34,91.20,60.65,12.05,32.51,0.14,0.14,0.04,0.18,74.97,0.03,0,0.10,0.15,0.15,0.03,0.08,36.85,82.31,18.77,13.93,0.11,3876.29,0.17,20.30,8.51,4.00,0.08,404.81,89.93,75.54,46.54,44.61,69.77,84.09,42.73,72.61,43.01,58.28,62.75,60.12,47.10,61.36,57.58,16.62,87.89,23.14,14.63,94.87,74.29,74.82,46.02,54.84,51.69,10.65,82.94,71.09,72.91,90.93,44.11,69.33,91.96,46.27,62.86,75.94,
35554,35554,16,77.67,1062,AL,1160.00,0.24,10.61,0.56,0.13,0.71,81.20,350.74,91.20,53.98,14.29,43.06,0.05,0.04,0.02,0.19,72.82,0,0.20,0.10,0.15,0.15,0,0.02,38.33,78.02,19.52,16.20,0.11,3953.97,0.33,23.11,8.51,2.90,0.05,433.78,97.79,73.55,60.39,91.45,59.12,84.15,61.72,52.71,43.01,80.58,84.10,80.51,82.12,78.45,65.07,22.10,97.07,5.83,32.48,94.87,74.76,75.98,8.21,69.57,64.67,66.81,88.62,90.01,83.93,92.02,78.31,85.38,91.96,32.73,40.65,79.54,
35582,35582,16,79.42,4553,AL,1020.00,0.28,10.68,0.43,0.26,0.67,81.04,315.50,91.20,52.09,13.96,31.36,0.08,0.09,0.04,0.19,74.11,0.01,0.60,0.10,0.17,0.18,0.06,0.02,38.37,78.68,19.57,15.96,0.11,4451,0.31,22.56,8.51,4.90,0.09,264.23,92.41,62.62,61.97,78.17,89.98,89.25,63.73,45.66,43.01,85.32,81.82,57.47,70.61,69.95,57.47,24.96,92.87,15.63,41.72,94.87,80.43,81.73,70.86,69.70,64.94,58.69,88.80,88.75,82.82,96.52,75.61,82.95,91.96,57.14,63.27,55.09,
35972,35972,16,78.69,1036,AL,1040.00,0.29,10.50,0.59,0.19,0.58,81.74,422.72,91.20,58.78,12.44,36.47,0.10,0.07,0.04,0.17,73.87,0.21,0,0.10,0.25,0.27,0,0.03,38.87,78.55,19.73,14.52,0.11,3826.45,0.25,20.80,8.51,2.10,0.10,527.27,93.85,58.34,56.13,93.28,80.17,94.37,54.83,63.24,43.01,65.26,67.63,69.68,64.37,74.05,56.48,12.93,93.90,86.54,14.63,94.87,92.75,93.54,8.21,67.32,69.05,60.45,89.76,77.24,84.20,90.22,65.27,72.71,91.96,24.90,71.79,87.63,
36344,36344,14,71.99,6098,AL,990.00,0.30,10.79,0.42,0.22,0.74,81.71,468.10,91.20,53.36,14.96,20.49,0.11,0.23,0.10,0.24,74.44,0.33,1.00,0.10,0.14,0.13,0.09,-0.01,41.55,80.79,19.40,15.95,0.12,3332,0.10,21.40,8.51,0.80,0.11,413.57,90.35,57.37,65.58,76.30,84.12,80.35,55.13,67.96,43.01,82.23,87.94,26.38,61.75,47.66,36.15,48.20,91.35,95.72,49.00,94.87,72.46,69.78,82.90,80.17,85.71,24.41,87.89,88.71,90.62,77.70,25.74,76.41,91.96,16.15,73.40,77.02,
35555,35555,17,86.80,9442,AL,1060.00,0.22,10.78,0.44,0.20,0.77,82.13,361.73,91.20,56.41,14.92,33.62,0.10,0.04,0.02,0.25,74.15,0.01,0.30,0.10,0.14,0.14,0.14,-0.02,38.04,80.40,18.87,15.46,0.12,3810.74,0.31,21.15,8.51,11.50,0.11,280.31,94.89,76.30,65.14,79.39,80.56,73.43,49.51,55.25,43.01,73.34,87.76,63.37,63.22,79.72,70.64,53.22,92.66,13.65,35.02,94.87,70.79,71.35,91.55,81.61,62.05,29.88,83.79,85.31,93.27,89.95,76.46,74.91,91.96,91.20,73.91,58.21,
35559,35559,15,73.11,64,AL,1040.00,0,11.10,0.83,0,1.00,82.30,353.00,91.20,55.21,12.01,34.03,0,0,0,0.11,74.09,0,0,0.10,0,0,0,0,38.00,79.50,21.28,15.00,0.14,3820,1.00,24.47,8.51,69.20,0,,93.85,98.91,75.39,98.50,2.63,2.09,47.37,53.35,43.01,77.03,62.36,64.74,91.78,92.28,91.23,1.40,93.01,1.02,14.63,94.87,2.73,3.07,8.21,76.50,61.79,44.53,95.60,81.73,97.93,90.11,99.39,90.31,91.96,99.86,4.67,,
