ZIP Code,ZIP Code Tabulation Area (ZCTA) Map,ZCTA UNS (/5),ZCTA UNS,Population Size,State,All-Cause Mortality,Associate Degree or Higher,Asthma,Below 200% Federal Poverty Level,Below Poverty Level,Broadband Access,Cervical,Chlamydia,Diphtheria Tetanus Pertussis 3 Dose (DTP3) Coverage,Dental Visit,Diabetes,Drug Mortality,Foreign Born,Health Center Penetration,Health Center Penetration Total Population,Housing Stress,Life Expectancy,Healthy Food,Linguistic Isolation,Low Birthweight,No High School Diploma,No High School Diploma Age 25+,Vehicle Access,Non White,Obesity,Pap Smear Screening,Poor Mental Health,Poor Physical Health,Preterm Births,Preventable Hospital Stays,Single-Parent Household,Smoking,Under 5 Mortality,Unemployment,Uninsured,Violent Crime,All-Cause Mortality (Percentile),Associate Degree or Higher (Percentile),Asthma (Percentile),Below 200% Federal Poverty Level (Percentile),Below Poverty Level (Percentile),Broadband Access (Percentile),Cervical (Percentile),Chlamydia (Percentile),Diphtheria Tetanus Pertussis 3 Dose (DTP3) Coverage (Percentile),Dental Visit (Percentile),Diabetes (Percentile),Drug Mortality,Foreign Born (Percentile),Health Center Penetration (Percentile),Health Center Penetration Total Population (Percentile),Housing Stress (Percentile),Life Expectancy (Percentile),Healthy Food (Percentile),Linguistic Isolation (Percentile),Low Birthweight (Percentile),No High School Diploma (Percentile),No High School Diploma Age 25+ (Percentile),Vehicle Access,Non White (Percentile),Obesity (Percentile),Pap Smear Screening (Percentile),Poor Mental Health (Percentile),Poor Physical Health (Percentile),Preterm Births (Percentile),Preventable Hospital Stays (Percentile),Single-Parent Household (Percentile),Smoking (Percentile),Under 5 Mortality (Percentile),Unemployment (Percentile),Uninsured (Percentile),Violent Crime (Percentile),
36033,36033,16,81.08,3468,AL,980.00,0.20,11.49,0.38,0.18,0.70,82.21,1078.76,91.20,51.94,19.23,16.70,0.10,0.04,0.01,0.20,74.18,0.03,0.40,0.10,0.15,0.16,0.06,-0.11,42.81,79.50,19.30,17.55,0.13,3735.01,0.16,22.39,8.51,7.00,0.06,577.45,89.93,82.43,84.34,69.38,76.59,85.84,48.34,98.11,43.01,85.65,98.40,15.44,61.96,79.87,72.55,30.05,92.55,22.50,37.44,94.87,73.75,77.02,69.11,89.03,90.95,44.66,87.17,95.40,95.44,88.72,40.42,82.09,91.96,75.86,48.16,89.85,
35953,35953,16,81.92,6627,AL,990.00,0.15,10.78,0.36,0.17,0.78,82.34,284.60,91.20,55.83,13.32,44.47,0.13,0.06,0.02,0.21,75.30,,0.80,0.10,0.19,0.19,0.06,0.05,41.82,81.08,19.77,15.03,0.12,3079,0.31,22.53,8.51,6.50,0.12,299.40,90.35,90.63,65.24,64.60,73.15,69.75,46.64,39.46,43.01,75.14,76.85,81.96,49.63,76.19,68.44,34.29,85.68,,45.61,94.87,84.90,84.59,65.45,62.84,87.01,20.89,89.89,81.97,87.43,67.39,75.51,82.83,91.96,72.28,78.38,61.09,
36039,36039,15,77.26,279,AL,1160.00,0.09,12.71,0.03,0.02,0.60,85.22,920.90,91.20,49.53,20.04,11.92,0.01,0,0,0.23,73.30,0.28,0,0.10,0.20,0.24,0,-0.10,49.27,82.83,19.86,16.15,0.16,2989,,21.54,8.51,0,0.14,734.31,97.79,95.27,96.52,2.41,8.08,93.78,13.27,96.33,43.01,90.48,98.91,5.70,88.64,92.28,91.23,43.22,96.15,92.96,14.63,94.87,86.87,90.86,8.21,88.27,99.40,7.45,90.38,89.72,99.63,62.01,,77.32,91.96,6.93,84.22,96.34,
35907,35907,10,49.09,9081,AL,,0.37,9.70,0.29,0.05,0.95,85.80,469.20,91.20,69.69,9.70,33.78,0.14,0.05,0.01,0.09,73.39,0.14,0.30,0.10,0.08,0.08,0.02,0.19,35.50,83.55,16.60,11.10,0.11,4078,0.27,14.50,8.51,3.30,0.06,603.96,,38.50,26.72,48.22,19.27,10.78,9.48,68.24,43.01,17.29,28.71,64.03,47.69,76.91,71.49,0.47,95.86,72.88,35.02,94.87,43.25,47.60,30.60,25.95,40.93,4.61,57.63,32.23,70.56,93.74,69.31,22.81,91.96,37.59,46.72,91.70,
35131,35131,16,80.50,3347,AL,,0.20,10.70,0.41,0.20,0.82,82.50,284.60,91.20,56.40,12.90,44.47,0.10,0.04,0.02,0.29,75.30,,0.50,0.10,0.18,0.19,0.06,0.06,41.40,79.18,19.70,14.70,0.11,3079,0.27,22.20,8.51,10.60,0.07,299.40,,82.77,63.31,74.83,81.21,59.90,44.47,39.46,43.01,73.37,72.82,81.96,61.98,79.00,70.03,71.22,85.68,,39.64,94.87,82.81,85.09,64.36,59.31,85.00,50.48,89.63,78.87,85.07,67.39,68.26,81.07,91.96,89.58,52.86,61.09,
35182,35131,16,80.50,3347,AL,,0.20,10.70,0.41,0.20,0.82,82.50,284.60,91.20,56.40,12.90,44.47,0.10,0.04,0.02,0.29,75.30,,0.50,0.10,0.18,0.19,0.06,0.06,41.40,79.18,19.70,14.70,0.11,3079,0.27,22.20,8.51,10.60,0.07,299.40,,82.77,63.31,74.83,81.21,59.90,44.47,39.46,43.01,73.37,72.82,81.96,61.98,79.00,70.03,71.22,85.68,,39.64,94.87,82.81,85.09,64.36,59.31,85.00,50.48,89.63,78.87,85.07,67.39,68.26,81.07,91.96,89.58,52.86,61.09,
36071,36071,13,66.96,356,AL,1120.00,0.29,11.24,0.49,0.11,0.61,82.81,842.36,91.20,53.90,14.49,14.15,0.06,0.34,0.17,0.17,74.35,0.10,0,0.10,0.17,0.17,0,-0.25,39.88,80.43,19.31,15.09,0.13,3840.16,0.02,21.84,8.51,0,0.19,347.77,96.96,57.97,79.43,85.97,51.31,92.97,39.92,94.55,43.01,80.81,85.31,9.78,78.32,37.36,23.70,13.02,91.76,60.24,14.63,94.87,79.26,80.70,8.21,94.89,76.33,29.63,87.20,82.36,95.56,90.39,10.76,79.10,91.96,6.93,91.52,68.74,
35905,35905,8,41.68,5839,AL,1100.00,0.39,9.88,0.25,0.07,0.80,84.31,476.59,91.20,66.56,10.61,33.24,0.16,0.21,0.05,0.16,73.41,0.13,0.40,0.10,0.07,0.07,0.02,0.18,35.46,81.53,17.15,12.15,0.10,4028.56,0.09,16.04,8.51,1.40,0.06,618.80,96.41,34.29,31.87,37.36,30.79,64.30,21.17,69.10,43.01,30.14,42.00,62.43,37.66,50.90,51.28,9.99,95.77,69.50,37.44,94.87,32.99,38.11,26.62,27.79,40.47,16.66,65.37,47.09,68.15,93.11,21.60,33.91,91.96,19.48,46.97,92.51,
36401,36401,17,84.82,7360,AL,1090.00,0.21,11.50,0.55,0.14,0.63,83.08,556.99,91.20,50.60,18.33,25.99,0.06,0.12,0.07,0.16,73.97,0.14,0.10,0.10,0.12,0.09,0.10,-0.13,46.22,78.61,19.01,16.42,0.14,5860.7,0.61,22.73,8.51,4.60,0.08,388.29,96.09,78.99,84.98,90.84,63.85,91.92,36.30,77.97,43.01,88.38,97.51,43.08,78.88,64.00,45.13,12.42,93.55,73.90,30.22,94.87,65.66,53.54,84.88,90.34,97.69,59.60,85.00,91.19,98.28,98.98,95.47,83.68,91.96,53.64,61.30,73.52,
36429,36401,17,84.82,7360,AL,1090.00,0.21,11.50,0.55,0.14,0.63,83.08,556.99,91.20,50.60,18.33,25.99,0.06,0.12,0.07,0.16,73.97,0.14,0.10,0.10,0.12,0.09,0.10,-0.13,46.22,78.61,19.01,16.42,0.14,5860.7,0.61,22.73,8.51,4.60,0.08,388.29,96.09,78.99,84.98,90.84,63.85,91.92,36.30,77.97,43.01,88.38,97.51,43.08,78.88,64.00,45.13,12.42,93.55,73.90,30.22,94.87,65.66,53.54,84.88,90.34,97.69,59.60,85.00,91.19,98.28,98.98,95.47,83.68,91.96,53.64,61.30,73.52,
36052,36052,5,25.32,661,AL,860.00,0.58,9.92,0.15,0.03,0.78,86.72,1054.63,91.20,69.71,14.15,13.20,0.26,0.31,0.05,0.19,76.40,0.16,0,0.10,0.04,0.04,0.01,0.37,34.98,82.52,15.36,12.35,0.11,3645.35,0.73,15.37,8.51,0,0.01,525.43,73.26,11.64,34.66,16.64,12.83,71.87,5.11,97.85,43.01,17.19,83.13,7.82,12.91,39.60,53.14,21.22,75.39,77.00,14.63,94.87,15.66,22.18,20.10,6.29,37.05,9.23,38.87,50.08,76.97,87.18,97.48,28.64,91.96,6.93,11.90,87.58,
36065,36069,12,59.37,1950,AL,890.00,0.24,10.60,0.45,0.19,0.62,84.37,1045.72,91.20,62.67,17.09,13.14,0.10,0.44,0.20,0.19,76.35,0.38,0,0.10,0.15,0.17,0.06,-0.10,37.25,79.85,16.94,14.54,0.13,3636.62,0.26,18.23,8.51,0,0.07,534.89,78.59,71.19,58.80,80.49,79.20,92.84,20.68,97.70,43.01,49.52,95.40,7.62,65.88,29.63,20.00,21.50,75.95,97.39,14.63,94.87,73.91,79.46,66.15,88.21,55.10,38.32,62.55,77.36,94.75,87.07,66.32,53.32,91.96,6.93,55.86,88.11,
36069,36069,12,59.37,1950,AL,890.00,0.24,10.60,0.45,0.19,0.62,84.37,1045.72,91.20,62.67,17.09,13.14,0.10,0.44,0.20,0.19,76.35,0.38,0,0.10,0.15,0.17,0.06,-0.10,37.25,79.85,16.94,14.54,0.13,3636.62,0.26,18.23,8.51,0,0.07,534.89,78.59,71.19,58.80,80.49,79.20,92.84,20.68,97.70,43.01,49.52,95.40,7.62,65.88,29.63,20.00,21.50,75.95,97.39,14.63,94.87,73.91,79.46,66.15,88.21,55.10,38.32,62.55,77.36,94.75,87.07,66.32,53.32,91.96,6.93,55.86,88.11,
36761,36761,17,85.12,646,AL,1220.00,0.19,12.80,0.72,0.33,0.39,81.20,905.32,91.20,44.81,23.79,11.40,0.08,0.24,0.17,0.33,72.33,0.48,0,0.10,0.27,0.25,0.19,-0.58,48.20,75.93,20.50,19.29,0.15,3869.21,0.95,24.30,8.51,3.70,0.06,805.62,98.64,83.90,96.79,97.04,94.37,98.28,61.63,96.15,43.01,96.42,99.82,4.90,72.96,46.86,23.61,80.23,97.89,98.88,14.63,94.87,94.07,92.16,94.90,99.45,98.98,82.00,93.17,98.35,99.31,90.86,98.69,89.79,91.96,42.52,45.38,97.45,
36089,36089,18,90.61,7265,AL,880.00,0.18,11.66,0.61,0.41,0.57,82.29,828.29,91.20,45.57,18.71,12.21,0.06,0.07,0.04,0.22,73.97,0.30,3.20,0.10,0.22,0.25,0.14,-0.52,48.47,77.88,20.12,16.35,0.15,3300.24,0.70,25.03,8.51,3.20,0.06,331.43,76.91,86.38,87.19,93.89,96.99,95.00,47.47,94.01,43.01,95.74,97.91,6.14,79.14,74.32,57.70,37.32,93.57,94.10,70.42,94.87,89.04,92.07,92.04,99.11,99.12,68.10,91.69,90.76,98.76,76.55,97.07,91.89,91.96,36.30,49.64,66.33,
36741,36741,0,,0,AL,1230.00,,11.90,,,,83.50,794.60,91.20,50.50,20.80,9.92,,1.00,1.00,0.10,71.94,0.42,,0.10,,,,,47.00,,18.80,17.00,,3289,,21.70,8.51,,0,644.67,98.71,,90.57,,,,30.75,93.23,43.01,88.55,99.20,2.76,,6.61,1.36,0.96,98.31,98.14,,94.87,,,,,98.32,,83.26,93.56,,76.27,,78.30,91.96,,4.67,93.99,
35976,35976,14,72.47,17004,AL,930.00,0.42,10.22,0.33,0.16,0.86,82.91,338.50,91.20,60.67,13.58,28.46,0.11,0.02,0.01,0.22,74.64,0.25,4.50,0.10,0.15,0.14,0.06,0.10,34.67,81.89,18.30,14.63,0.12,2916,0.32,19.61,8.51,4.60,0.09,289.87,85.26,29.66,45.75,57.94,70.34,44.57,38.29,50.85,43.01,58.26,78.93,50.61,57.93,82.30,77.74,40.78,90.08,90.21,76.68,94.87,73.40,71.71,69.50,46.97,35.04,13.77,78.83,78.30,85.35,58.45,77.80,64.17,91.96,53.64,66.33,59.73,
35957,35957,16,81.50,16021,AL,950.00,0.26,10.80,0.44,0.19,0.84,80.59,329.42,91.20,54.37,13.60,29.43,0.07,0.05,0.02,0.23,74.68,0.17,6.00,0.10,0.15,0.16,0.06,0.07,36.95,80.27,20.80,15.91,0.11,2953.56,0.21,22.72,8.51,2.20,0.12,294.42,87.11,67.47,67.08,79.05,79.43,49.71,69.08,49.05,43.01,79.48,79.10,52.74,75.64,77.08,66.49,44.43,89.89,79.22,81.88,94.87,75.91,77.95,69.81,58.46,52.50,31.90,94.34,88.51,83.31,60.00,55.76,83.64,91.96,25.77,75.78,60.46,
35964,35980,17,82.60,6190,AL,980.00,0.24,10.79,0.41,0.20,0.85,81.11,334.43,91.20,54.66,12.70,30.00,0.04,0.07,0.03,0.19,74.72,0.41,13.20,0.10,0.22,0.22,0.04,0.03,37.17,81.73,20.78,15.48,0.11,2915.44,0.19,23.25,8.51,4.70,0.14,329.89,89.93,72.19,65.68,75.07,81.15,46.31,62.81,50.40,43.01,78.68,70.76,54.39,84.67,74.33,63.31,24.85,89.66,97.90,92.29,94.87,89.34,88.58,51.03,69.00,54.30,15.07,94.18,85.48,79.58,58.42,49.27,85.92,91.96,54.80,83.84,66.04,
35980,35980,17,82.60,6190,AL,980.00,0.24,10.79,0.41,0.20,0.85,81.11,334.43,91.20,54.66,12.70,30.00,0.04,0.07,0.03,0.19,74.72,0.41,13.20,0.10,0.22,0.22,0.04,0.03,37.17,81.73,20.78,15.48,0.11,2915.44,0.19,23.25,8.51,4.70,0.14,329.89,89.93,72.19,65.68,75.07,81.15,46.31,62.81,50.40,43.01,78.68,70.76,54.39,84.67,74.33,63.31,24.85,89.66,97.90,92.29,94.87,89.34,88.58,51.03,69.00,54.30,15.07,94.18,85.48,79.58,58.42,49.27,85.92,91.96,54.80,83.84,66.04,
35180,35180,12,59.64,14608,AL,930.00,0.29,10.20,0.24,0.12,0.83,84.41,614.91,91.20,61.84,11.40,38.47,0.19,0.06,0.01,0.17,74.98,0.07,0.40,0.10,0.12,0.11,0.03,0.14,37.48,82.01,18.79,13.39,0.11,2941.06,0.14,20.07,8.51,5.90,0.08,691.23,85.26,59.82,43.51,36.83,55.84,54.58,20.11,83.35,43.01,53.28,53.66,73.50,27.60,75.72,72.10,15.96,87.84,47.72,37.44,94.87,62.05,62.25,46.20,37.71,57.15,12.72,83.08,64.65,72.87,59.41,35.58,67.59,91.96,67.34,58.95,95.20,
35172,35172,15,76.54,2761,AL,930.00,0.16,10.40,0.42,0.19,0.84,82.82,478.13,91.20,59.04,12.48,37.29,0.18,0.09,0.04,0.18,75.02,,0,0.10,0.11,0.09,0.08,0.08,38.58,80.12,19.00,14.38,0.11,2929.96,0.53,20.99,8.51,6.40,0.16,595.03,85.26,88.94,51.38,76.32,78.53,51.10,39.71,69.19,43.01,64.32,68.01,71.74,31.34,69.88,57.78,18.44,87.65,,14.63,94.87,58.55,50.33,76.76,54.51,66.70,34.15,84.78,75.77,77.67,59.05,93.32,73.86,91.96,71.52,87.19,90.82,
36540,36540,19,96.67,863,AL,1300.00,0.08,12.80,0.65,0.29,0.35,82.51,725.00,91.20,44.64,19.17,13.61,0.05,0.11,0.07,0.17,75.16,0.28,0,0.10,0.29,0.32,0.34,-0.58,49.46,75.28,22.09,18.35,0.14,3164,0.68,28.66,8.51,33.30,0.18,475.31,99.13,95.78,96.80,95.63,91.98,98.52,44.16,89.91,43.01,96.58,98.35,8.61,82.85,66.47,44.02,13.34,86.80,92.62,14.63,94.87,95.28,95.95,98.00,99.45,99.47,85.18,97.07,97.16,97.87,71.01,96.89,97.37,91.96,99.19,90.67,83.74,
36451,36451,14,68.86,4574,AL,1140.00,0.23,11.21,0.38,0.19,0.66,83.51,725.00,91.20,54.55,15.94,13.61,0.10,0.27,0.10,0.25,75.16,0.07,0,0.10,0.15,0.15,0.05,-0.09,42.86,80.19,19.30,16.11,0.13,3164,0.34,22.42,8.51,5.60,0.06,475.31,97.43,75.66,79.03,69.18,79.34,89.84,30.45,89.91,43.01,78.96,92.23,8.61,65.87,43.34,35.25,53.94,86.80,48.12,14.63,94.87,74.62,76.36,58.60,87.88,91.09,33.09,87.18,89.58,96.73,71.01,79.71,82.33,91.96,64.49,50.30,83.74,
35082,35082,0,,0,AL,,,11.40,,,,83.30,422.80,91.20,53.90,16.10,17.75,,1.00,1.00,0.08,74.73,0.05,,0.10,,,,,42.80,,19.20,15.90,,2757,,22.90,8.51,,0,309.07,,,82.88,,,,33.16,63.25,43.01,80.83,92.69,18.06,,6.61,1.36,0.24,89.57,38.69,,94.87,,,,,90.88,,86.33,88.43,,50.76,,84.42,91.96,,4.67,62.27,
36482,36482,15,76.17,995,AL,1230.00,0.26,12.05,0.55,0.20,0.79,84.71,723.87,91.20,52.95,18.58,13.70,0.03,0.59,0.33,0.28,75.16,0.07,0,0.10,0.26,0.30,0.06,-0.06,46.13,77.26,18.98,16.02,0.14,3163.23,0.82,21.51,8.51,10.30,0.22,475.62,98.71,67.45,92.01,90.97,81.80,68.57,17.25,89.87,43.01,83.27,97.81,8.73,86.57,22.48,11.34,66.22,86.79,48.44,14.63,94.87,93.59,95.32,68.14,85.97,97.61,73.70,84.63,89.10,98.05,70.99,98.21,77.13,91.96,89.00,94.67,83.77,
36548,36548,16,79.15,1018,AL,900.00,0.30,10.80,0.60,0.24,0.85,83.84,448.90,91.20,55.27,14.89,14.56,0.21,0.09,0.05,0.27,74.88,0.09,0,0.10,0.09,0.10,0.07,-0.05,42.58,81.39,18.62,14.71,0.13,2828,0.63,21.23,8.51,14.40,0.13,243.10,80.99,56.69,66.28,93.35,86.78,45.86,26.52,66.12,43.01,76.87,87.57,10.76,22.58,69.63,50.07,65.10,88.53,57.59,14.63,94.87,51.24,54.43,74.84,84.78,90.11,17.84,81.87,79.08,96.59,54.22,95.92,75.40,91.96,94.52,80.86,51.25,
36922,36922,16,81.63,724,AL,1020.00,0.05,12.10,0.56,0.39,0.53,82.82,411.69,91.20,50.24,21.63,11.94,0.09,0.13,0.07,0.24,74.73,0.32,0,0.10,0.42,0.46,0.06,-0.24,48.53,80.46,18.94,17.47,0.15,3080.6,0.07,22.56,8.51,0,0.15,174.33,92.41,97.06,92.49,91.09,96.57,96.12,39.84,62.04,43.01,89.07,99.45,5.72,69.90,62.12,42.82,50.64,89.64,95.03,14.63,94.87,98.64,98.89,66.74,94.52,99.15,29.27,84.36,95.17,98.82,67.47,18.28,82.95,91.96,6.93,84.58,34.33,
36751,36751,13,65.86,538,AL,1040.00,0.21,12.71,0.25,0.20,0.46,83.93,729.25,91.20,46.03,20.70,14.06,0.09,1.00,0.78,0.19,73.75,0.36,0,0.10,0.36,0.27,0.15,-0.47,50.47,78.87,20.69,17.43,0.16,3201.3,1.00,26.13,8.51,8.00,0.16,557.36,93.85,79.03,96.53,38.86,81.71,97.51,25.42,90.07,43.01,95.27,99.19,9.58,68.19,6.61,3.50,23.27,94.53,96.78,14.63,94.87,97.57,93.60,92.32,98.78,99.69,56.21,93.89,95.08,99.60,72.72,99.39,94.27,91.96,81.53,87.40,89.20,
35072,35072,16,79.71,4740,AL,940.00,0.17,11.39,0.47,0.20,0.77,83.27,693.26,91.20,53.93,16.09,19.62,0.10,0.02,0.01,0.22,75.41,0.03,0.60,0.10,0.16,0.15,0.02,-0.12,42.80,79.92,19.22,15.89,0.13,2850.34,0.25,22.88,8.51,3.60,0.07,319.83,85.92,87.07,82.47,83.04,82.05,74.08,33.72,88.92,43.01,80.73,92.61,23.85,65.24,82.72,76.33,36.91,84.91,23.81,41.72,94.87,78.42,75.31,30.54,89.73,90.90,37.26,86.49,88.32,96.05,55.23,64.63,84.30,91.96,41.24,52.85,64.45,
36446,36446,10,52.33,451,AL,1070.00,0.19,11.48,0.30,0.10,0.41,83.22,725.00,91.20,53.30,16.18,13.61,0.05,1.00,1.00,0.13,75.16,0.03,0,0.10,0.13,0.12,0.10,-0.26,43.27,81.66,20.14,17.03,0.13,3164,0.25,23.89,8.51,5.60,0.05,475.31,95.34,83.87,83.99,49.91,46.71,98.04,34.10,89.91,43.01,82.40,92.92,8.61,82.57,6.61,1.36,3.81,86.80,27.00,14.63,94.87,66.38,65.18,85.79,95.05,92.38,15.62,91.73,93.70,95.80,71.01,65.22,88.38,91.96,64.49,36.91,83.74,
35160,35160,19,94.54,23519,AL,1020.00,0.22,11.48,0.46,0.20,0.76,82.06,614.98,91.20,53.94,15.93,21.56,0.06,0.07,0.03,0.29,73.94,0.21,2.00,0.10,0.21,0.21,0.10,-0.19,43.90,79.33,20.36,15.86,0.13,3240.87,0.50,22.96,8.51,11.20,0.13,464.98,92.41,76.71,84.00,82.21,80.87,74.69,50.56,83.35,43.01,80.73,92.20,29.23,79.61,74.17,63.19,70.08,93.65,85.96,61.50,94.87,87.21,87.94,83.97,92.81,94.15,47.16,92.69,88.12,96.59,74.21,92.23,84.68,91.96,90.66,79.92,82.82,
35161,35160,19,94.54,23519,AL,1020.00,0.22,11.48,0.46,0.20,0.76,82.06,614.98,91.20,53.94,15.93,21.56,0.06,0.07,0.03,0.29,73.94,0.21,2.00,0.10,0.21,0.21,0.10,-0.19,43.90,79.33,20.36,15.86,0.13,3240.87,0.50,22.96,8.51,11.20,0.13,464.98,92.41,76.71,84.00,82.21,80.87,74.69,50.56,83.35,43.01,80.73,92.20,29.23,79.61,74.17,63.19,70.08,93.65,85.96,61.50,94.87,87.21,87.94,83.97,92.81,94.15,47.16,92.69,88.12,96.59,74.21,92.23,84.68,91.96,90.66,79.92,82.82,
36553,36553,10,52.07,3360,AL,960.00,0.24,12.51,0.41,0.17,0.76,81.44,448.90,91.20,48.01,17.74,14.56,0.14,1.00,0.45,0.12,74.88,0.09,0.10,0.10,0.05,0.07,0,-0.27,46.20,81.28,22.09,17.41,0.13,2828,0.12,27.40,8.51,9.50,0.08,243.10,88.65,73.48,95.57,74.46,74.48,75.78,58.68,66.12,43.01,92.83,96.60,10.76,46.65,6.61,7.27,2.37,88.53,56.48,30.22,94.87,24.65,41.87,17.31,95.36,97.68,18.77,97.08,95.05,97.06,54.22,29.53,96.09,91.96,87.03,57.94,51.25,
36470,36470,0,,0,AL,,,11.70,,,,81.90,661.60,91.20,55.30,19.00,18.57,,1.00,1.00,0.17,75.21,0.01,,0.10,,,,,45.10,,18.70,16.20,,3121,,21.40,8.51,,0,492.31,,,87.99,,,,52.71,86.91,43.01,76.75,98.16,20.06,,6.61,1.36,14.95,86.56,10.29,,94.87,,,,,96.48,,82.43,90.04,,68.80,,76.39,91.96,,4.67,85.83,
36569,36569,16,79.14,710,AL,900.00,0.13,10.90,0.55,0.10,0.57,82.47,448.90,91.20,53.95,14.72,14.56,0.06,0.14,0.07,0.24,74.88,0.08,0,0.10,0.07,0.07,0.06,-0.18,42.36,77.64,19.27,15.20,0.13,2828,0.32,22.44,8.51,0,0.17,243.10,80.99,92.10,69.41,90.70,48.22,94.83,45.06,66.12,43.01,80.67,86.62,10.76,80.66,61.49,42.40,48.07,88.53,51.08,14.63,94.87,37.52,40.87,68.14,92.54,89.34,70.38,86.79,83.48,96.96,54.22,77.90,82.43,91.96,6.93,88.92,51.25,
36255,36255,13,64.61,1016,AL,1100.00,0.26,10.32,0.27,0.15,0.87,81.93,424.43,91.20,57.63,12.99,17.78,0.21,0,0,0.10,74.74,0.07,0,0.10,0.22,0.20,0.04,0.23,40.28,81.68,18.79,14.93,0.12,2750.68,0.15,21.00,8.51,6.90,0.06,314.80,96.41,67.10,49.67,43.40,67.13,39.69,52.25,63.52,43.01,69.34,73.53,18.10,23.47,92.28,91.23,0.73,89.51,50.16,14.63,94.87,89.38,86.21,53.88,18.07,78.71,15.49,83.09,81.03,90.45,50.29,39.19,73.93,91.96,75.22,46.62,63.33,
36266,36266,15,72.96,6056,AL,1070.00,0.24,10.86,0.43,0.12,0.75,82.51,436.90,91.20,56.17,14.87,18.18,0.13,0.06,0.03,0.23,74.73,0.04,0,0.10,0.17,0.16,0.05,-0.04,42.11,80.07,18.62,15.53,0.12,2789.86,0.17,21.01,8.51,6.80,0.05,295.66,95.34,72.93,68.42,78.35,56.76,78.65,44.22,64.76,43.01,74.16,87.43,19.13,51.95,75.05,63.84,43.86,89.65,32.92,14.63,94.87,79.31,78.22,62.84,83.50,88.35,35.05,81.89,85.91,92.42,52.26,43.98,74.09,91.96,74.51,39.75,60.58,
36435,36435,14,70.72,493,AL,1220.00,0.15,12.22,0.47,0.25,0.56,83.85,794.60,91.20,49.54,21.67,9.92,0.07,1.00,0.47,0.10,71.94,0.42,0,0.10,0.25,0.26,0.12,-0.28,49.35,78.79,19.05,16.76,0.15,3289,0.77,22.49,8.51,5.10,0.17,644.67,98.64,89.76,93.69,83.39,88.06,95.30,26.49,93.23,43.01,90.47,99.47,2.76,77.22,6.61,6.82,0.96,98.31,98.03,14.63,94.87,92.45,92.66,89.02,95.56,99.43,57.40,85.21,92.61,99.42,76.27,97.91,82.67,91.96,59.39,89.19,93.99,
36436,36436,12,59.19,619,AL,1140.00,0.11,11.64,0.48,0.29,0.75,84.53,725.00,91.20,52.90,17.16,13.61,0.10,0.96,0.47,0.18,75.16,0.05,0,0.10,0.27,0.27,0,0.11,45.15,82.42,19.70,16.48,0.12,3164,0.78,23.61,8.51,0,0.11,475.31,97.43,94.50,87.11,84.92,92.13,78.33,18.94,89.91,43.01,83.42,95.55,8.61,65.94,13.70,6.97,20.79,86.80,38.16,14.63,94.87,94.13,93.77,8.21,44.04,96.56,9.96,89.66,91.41,94.48,71.01,97.98,87.41,91.96,6.93,73.87,83.74,
36267,36267,14,71.40,228,AL,1060.00,0,,1.00,0,1.00,,422.80,91.20,,,17.75,0.16,0,0,0.08,74.73,0.05,0,0.10,0,0,0,0,,79.50,,,0.11,2757,0,,8.51,0,0.23,309.07,94.89,98.91,,99.61,2.63,2.09,,63.25,43.01,,,18.06,39.31,92.28,91.23,0.24,89.57,39.32,14.63,94.87,2.73,3.07,8.21,76.50,,44.53,,,82.50,50.76,5.03,,91.96,6.93,94.91,62.27,
36925,36925,18,87.67,2693,AL,1120.00,0.21,12.52,0.53,0.24,0.73,83.18,665.90,91.20,50.48,20.86,7.81,0.01,0.16,0.08,0.27,75.04,0.04,1.60,0.10,0.12,0.12,0.13,-0.42,47.68,77.59,19.60,16.81,0.15,3613,0.67,22.14,8.51,9.60,0.10,435.48,96.96,79.19,95.59,89.06,86.97,81.17,34.95,87.23,43.01,88.60,99.22,0.67,89.59,58.38,41.64,64.44,87.52,32.26,57.20,94.87,63.34,66.72,89.89,98.26,98.74,70.70,88.95,92.84,99.51,86.56,96.63,80.80,91.96,87.30,68.65,79.66,
36556,36556,13,66.27,133,AL,920.00,0,11.90,0.62,0,0.57,80.31,448.90,91.20,49.39,19.79,14.56,0,0.93,0.58,0.12,74.88,0.09,0,0.10,0.12,0.12,0,0,45.21,79.50,19.61,18.30,0.13,2828,1.00,24.42,8.51,0,0.19,243.10,83.14,98.91,90.72,94.58,2.63,94.68,71.78,66.12,43.01,90.76,98.72,10.76,91.78,14.19,5.08,2.30,88.53,57.87,14.63,94.87,64.67,66.33,8.21,76.50,96.64,44.53,89.09,97.03,96.14,54.22,99.39,90.17,91.96,6.93,91.50,51.25,
36449,36502,20,98.04,15128,AL,1090.00,0.17,11.18,0.53,0.25,0.68,80.24,603.30,91.20,45.85,15.97,51.97,0.08,0.07,0.03,0.26,73.50,0.06,0.90,0.10,0.17,0.17,0.07,-0.22,47.11,78.38,20.22,16.17,0.13,4146.42,0.55,25.11,8.51,8.60,0.13,442.60,96.09,87.33,77.47,88.97,88.67,87.73,72.59,82.34,43.01,95.42,92.29,89.88,72.37,73.60,59.52,58.71,95.44,41.07,47.38,94.87,79.31,79.84,75.82,93.95,98.41,62.59,92.14,89.86,96.55,94.29,94.01,92.09,91.96,84.03,81.60,80.63,
